Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,G+A,CrdR,PrgC,SoT%,KP,Touches
45,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,24.0,1999.0,22,21,1751,3,0,3,0,33,44.4,20,1045
46,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28.0,1996.0,16,4,443,0,1,1,0,15,10.0,4,303
47,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,21.0,2002.0,2,0,5,0,0,0,0,0,29.907323340471095,0,3
48,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28.0,1996.0,21,21,1760,0,0,0,0,26,33.3,5,1594
49,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31.0,1993.0,16,13,1124,1,2,3,0,32,27.3,11,996
50,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22.0,2002.0,3,0,58,0,0,0,0,2,0.0,0,31
51,Honest Ahanor,it ITA,"DF,MF",Genoa,it Serie A,16.0,2008.0,6,3,270,0,0,0,0,3,33.3,2,106
52,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,22.0,2001.0,5,0,43,0,0,0,0,1,29.907323340471095,0,22
53,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30.0,1994.0,26,26,1959,2,0,2,0,15,25.9,10,1032
54,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28.0,1995.0,8,6,583,0,0,0,0,1,0.0,0,431
55,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28.0,1995.0,1,0,2,0,0,0,0,0,29.907323340471095,0,8
56,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19.0,2005.0,5,1,127,0,0,0,0,4,33.3,1,48
57,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27.0,1996.0,35,35,2995,2,1,3,0,67,18.2,16,1708
58,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,2001.0,37,37,3109,4,7,11,1,89,27.8,46,2148
59,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19.0,2004.0,2,0,13,0,0,0,0,0,29.907323340471095,0,5
60,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,1998.0,24,17,1438,0,0,0,0,27,33.3,8,795
61,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30.0,1994.0,31,29,2495,13,2,15,0,10,47.2,35,914
62,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,1995.0,26,23,2014,0,0,0,0,46,13.3,9,1881
63,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20.0,2003.0,9,6,500,0,0,0,0,4,0.0,2,400
64,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,1995.0,10,8,678,0,0,0,0,12,0.0,1,596
65,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20.0,2004.0,11,7,584,1,0,1,0,30,35.3,9,293
66,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26.0,1997.0,30,29,2523,2,3,5,0,55,26.9,21,1436
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22.0,2002.0,32,27,2406,5,10,15,0,127,27.9,49,1566
68,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26.0,1997.0,2,0,19,0,0,0,0,0,29.907323340471095,0,18
69,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22.0,2001.0,31,29,2486,0,1,1,0,27,16.7,8,1532
70,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31.0,1992.0,14,12,966,0,0,0,0,21,50.0,3,505
71,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22.0,2002.0,4,0,45,0,0,0,0,0,29.907323340471095,0,9
72,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29.0,1995.0,32,23,2220,0,0,0,0,14,20.0,7,1692
73,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28.0,1995.0,14,6,639,3,1,4,0,6,50.0,5,165
74,David Alaba,at AUT,DF,Real Madrid,es La Liga,32.0,1992.0,7,4,317,0,0,0,0,2,29.907323340471095,1,247
75,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18.0,2006.0,3,1,160,0,0,0,0,2,0.0,0,113
76,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34.0,1990.0,14,0,62,1,0,1,0,1,33.3,2,44
77,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,1985.0,15,14,1188,0,0,0,0,3,0.0,0,915
78,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21.0,2002.0,1,0,10,0,0,0,0,4,100.0,1,17
79,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21.0,2002.0,15,7,764,2,3,5,0,19,42.3,13,378
80,Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,1996.0,34,34,2971,1,0,1,0,25,26.3,11,1585
81,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26.0,1998.0,10,5,452,0,0,0,0,3,20.0,3,163
82,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26.0,1998.0,14,13,1090,0,2,2,0,18,26.7,19,590
83,Ben Alexander Voll,de GER,GK,St. Pauli,de Bundesliga,23.0,2000.0,2,1,91,0,0,0,0,0,29.907323340471095,1,52
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,1998.0,33,28,2365,3,6,9,0,51,17.8,52,2252
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25.0,1999.0,26,14,1371,5,2,7,1,89,41.3,24,551
86,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20.0,2004.0,27,21,1621,3,4,7,0,81,41.7,30,720
87,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23.0,2001.0,3,0,71,0,0,0,0,1,0.0,1,31
88,Alisson,br BRA,GK,Liverpool,eng Premier League,31.0,1992.0,28,28,2508,0,0,0,0,0,29.907323340471095,1,1011
89,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25.0,1999.0,1,0,2,0,0,0,0,0,29.907323340471095,0,4
90,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29.0,1995.0,28,23,1750,1,3,4,0,57,28.6,15,682
91,Dele Alli,eng ENG,MF,Como,it Serie A,28.0,1996.0,1,0,9,0,0,0,1,0,29.907323340471095,0,4
92,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23.0,2001.0,16,9,951,1,4,5,0,38,21.7,22,831
93,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24.0,2000.0,34,24,1977,0,4,4,0,45,27.8,43,1162
94,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20.0,2004.0,2,0,48,0,1,1,0,6,0.0,2,39
95,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30.0,1994.0,9,1,157,0,0,0,0,3,33.3,3,81
96,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25.0,1999.0,29,10,1112,1,1,2,0,42,34.6,10,462
97,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,1990.0,31,29,2647,3,0,3,2,64,32.3,21,2683
98,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,1998.0,12,8,753,0,0,0,0,4,33.3,1,505
99,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,2001.0,22,19,1630,0,0,0,0,23,28.6,11,826
100,Sergi Altimira,es ESP,MF,Betis,es La Liga,22.0,2001.0,32,22,1972,0,1,1,0,25,19.0,22,1521
101,Olabade Aluko,es ESP,DF,Leicester City,eng Premier League,25.018973998594518,1998.6370344342938,1,0,2,0,0,0,0,0,29.907323340471095,0,6
102,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,1997.0,28,20,1772,0,1,1,1,24,8.3,12,1239
103,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2003.0,26,16,1572,4,3,7,0,74,36.0,17,1214
104,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24.0,2000.0,37,30,2509,17,4,21,0,79,51.4,41,1238
105,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29.0,1995.0,21,20,1781,1,0,1,0,19,22.2,4,1425
106,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22.0,2002.0,12,1,236,0,0,0,0,1,0.0,0,136
107,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19.0,2005.0,1,0,1,0,0,0,0,0,29.907323340471095,0,1
108,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27.0,1996.0,24,18,1376,3,1,4,0,24,33.3,13,607
109,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17.0,2007.0,5,4,346,0,0,0,0,9,0.0,1,250
110,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28.0,1996.0,13,5,375,0,1,1,0,10,20.0,6,166
111,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30.0,1994.0,11,8,790,0,0,0,0,22,37.5,6,615
112,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21.0,2003.0,8,1,96,0,0,0,0,1,29.907323340471095,1,89
113,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26.0,1998.0,30,23,2165,1,0,1,0,32,57.1,13,1153
114,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28.0,1996.0,30,27,2437,1,3,4,0,43,30.8,24,2135
115,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27.0,1996.0,30,30,2473,7,5,12,2,50,40.0,63,2093
116,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18.0,2006.0,2,0,28,0,0,0,0,1,0.0,1,16
117,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18.0,2006.0,9,3,320,2,0,2,0,11,77.8,5,165
118,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18.0,2006.0,1,0,8,0,0,0,0,0,29.907323340471095,0,9
119,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18.0,2006.0,17,9,859,0,0,0,0,8,14.3,7,407
120,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24.0,2000.0,31,29,2467,10,9,19,0,81,34.2,35,1106
121,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27.0,1996.0,2,2,180,0,0,0,0,2,29.907323340471095,2,140
122,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28.0,1996.0,1,1,90,0,0,0,0,1,100.0,0,93
123,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,1996.0,29,29,2583,0,0,0,1,16,21.1,4,2336
124,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21.0,2002.0,37,33,2728,2,6,8,0,52,17.5,37,1831
125,André,br BRA,MF,Wolves,eng Premier League,23.0,2001.0,33,31,2472,0,0,0,0,10,10.0,18,1623
126,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33.0,1990.0,30,30,2692,0,3,3,0,29,25.0,21,2267
127,Marcos André,br BRA,FW,Valladolid,es La Liga,27.0,1996.0,22,14,1188,1,2,3,0,11,9.1,9,372
128,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29.0,1994.0,23,19,1598,2,2,4,0,8,23.8,9,1114
129,Angeliño,es ESP,DF,Roma,it Serie A,27.0,1997.0,38,36,3177,2,1,3,0,66,25.0,50,2266
130,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19.0,2005.0,1,0,6,0,0,0,0,0,29.907323340471095,0,5
131,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22.0,2001.0,22,14,1114,2,3,5,0,28,30.4,17,628
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28.0,1996.0,26,22,1949,2,2,4,0,32,15.8,6,2126
133,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21.0,2003.0,2,0,28,0,0,0,0,1,100.0,1,12
134,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16.0,2008.0,3,2,139,0,0,0,0,1,0.0,0,114
135,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34.0,1990.0,14,11,836,1,1,2,0,29,21.1,9,296
136,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21.0,2002.0,26,13,1022,0,1,1,0,35,40.0,7,369
137,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24.0,2000.0,8,0,141,0,0,0,0,5,50.0,3,101
138,Antony,br BRA,FW,Betis,es La Liga,24.0,2000.0,17,15,1362,5,2,7,1,94,39.5,36,982
139,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29.0,1995.0,26,21,1720,2,0,2,0,24,45.5,7,705
140,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,1992.0,29,22,2128,0,1,1,0,51,40.0,13,1486
141,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26.0,1998.0,2,2,177,0,0,0,0,0,0.0,0,86
142,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28.0,1995.0,35,31,2661,10,0,10,0,17,30.2,17,1146
143,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22.0,2002.0,35,28,2460,1,1,2,0,26,27.3,15,1887
144,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22.0,2001.0,12,7,497,0,0,0,0,4,29.907323340471095,1,275
145,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25.0,1999.0,12,11,754,1,1,2,0,6,50.0,4,798
146,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23.0,2001.0,35,13,1441,2,0,2,0,22,35.7,5,398
147,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28.0,1996.0,28,25,2047,0,1,1,0,39,0.0,17,1249
148,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31.0,1993.0,26,25,2260,0,0,0,0,0,29.907323340471095,0,1049
149,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22.0,2001.0,1,0,19,0,0,0,0,1,29.907323340471095,0,11
150,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25.0,1999.0,36,35,3079,0,3,3,0,101,0.0,30,1902
151,David Argüelles,es ESP,MF,Getafe,es La Liga,22.0,2002.0,1,0,7,0,0,0,0,1,29.907323340471095,0,7
152,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28.0,1996.0,32,21,2013,3,0,3,0,36,41.2,16,1271
153,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27.0,1997.0,20,15,1248,2,2,4,0,25,28.0,9,377
154,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17.0,2007.0,3,0,48,0,0,0,0,1,0.0,1,20
155,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29.0,1995.0,15,1,133,0,0,0,0,6,50.0,3,117
156,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21.0,2003.0,25,21,1755,5,3,8,0,52,37.1,35,1136
157,Marko Arnautović,at AUT,FW,Inter,it Serie A,35.0,1989.0,17,5,527,4,2,6,0,4,46.2,7,198
158,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30.0,1994.0,28,27,2356,3,5,8,1,9,44.4,45,1576
159,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24.0,2000.0,23,3,713,2,0,2,1,14,45.0,11,303
160,Sergio Arribas,es ESP,DF,Betis,es La Liga,21.0,2003.0,1,1,90,0,0,0,0,0,29.907323340471095,0,71
161,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29.0,1994.0,31,31,2790,0,0,0,0,0,0.0,1,1087
162,Arthur,br BRA,DF,Leverkusen,de Bundesliga,21.0,2003.0,20,7,752,0,1,1,0,15,0.0,2,508
163,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,29.0,1994.0,21,13,1054,2,1,3,0,28,28.6,6,356
164,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21.0,2003.0,23,18,1670,0,1,1,0,5,33.3,6,1149
165,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28.0,1996.0,13,9,743,3,1,4,0,22,40.9,16,386
166,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28.0,1996.0,12,8,618,2,4,6,0,19,53.8,16,377
167,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22.0,2002.0,21,10,980,2,2,4,0,7,21.4,15,1061
168,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36.0,1987.0,30,19,1745,10,5,15,1,50,39.1,38,1038
169,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,20.0,2003.0,27,15,1405,3,1,4,0,72,28.9,24,831
170,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24.0,2000.0,32,27,2357,3,4,7,0,98,22.7,29,1638
171,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19.0,2005.0,12,0,98,0,0,0,0,4,66.7,5,77
172,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18.0,2005.0,34,33,2854,1,0,1,0,41,18.2,12,1433
173,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21.0,2003.0,27,12,1251,0,1,1,0,31,26.9,18,813
174,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22.0,2002.0,26,26,2307,0,0,0,0,0,29.907323340471095,0,1198
175,Emil Audero,id IDN,GK,Como,it Serie A,27.0,1997.0,8,8,720,0,0,0,0,0,29.907323340471095,0,269
176,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29.0,1994.0,38,30,2713,0,7,7,0,58,0.0,39,1902
177,Carlos Augusto,br BRA,DF,Inter,it Serie A,25.0,1999.0,28,15,1625,3,2,5,0,31,25.0,9,1413
178,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23.0,2000.0,26,16,1553,3,2,5,0,32,23.8,7,1465
179,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,25.0,1999.0,1,1,90,0,0,0,0,0,29.907323340471095,0,36
180,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30.0,1994.0,19,6,677,2,0,2,1,12,50.0,15,323
181,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26.0,1997.0,26,3,416,1,0,1,0,6,40.0,2,167
182,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20.0,2003.0,34,22,1965,2,1,3,0,30,28.6,30,1233
183,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27.0,1997.0,26,4,575,2,0,2,0,5,25.0,3,187
184,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34.0,1989.0,27,15,1453,4,1,5,0,5,40.9,8,378
185,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32.0,1991.0,1,0,21,0,0,0,0,0,0.0,1,12
186,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,32.0,1991.0,30,19,1638,5,0,5,0,49,25.8,16,798
187,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23.0,2001.0,24,17,1588,8,1,9,0,11,43.8,22,1196
188,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23.0,2001.0,1,0,24,0,0,0,0,0,29.907323340471095,0,9
189,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18.0,2006.0,13,10,876,0,0,0,0,16,25.0,6,508
190,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18.0,2006.0,2,0,17,0,0,0,0,0,29.907323340471095,0,18
191,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34.0,1989.0,14,10,875,1,0,1,0,13,40.0,3,759
192,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30.0,1994.0,6,5,426,0,0,0,0,15,37.5,5,242
193,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23.0,2001.0,2,0,19,0,0,0,0,0,29.907323340471095,0,20
194,Papa Ba,es ESP,MF,Girona,es La Liga,19.0,2004.0,1,0,48,0,0,0,0,1,0.0,0,20
195,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24.0,2000.0,30,11,1186,4,2,6,0,36,45.0,13,428
196,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19.0,2005.0,3,0,31,0,0,0,0,0,29.907323340471095,0,14
197,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,21.0,2002.0,5,0,91,0,0,0,0,2,25.0,2,43
198,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24.0,2000.0,32,31,2686,1,1,2,1,11,30.8,4,2135
199,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1989.0,23,21,1472,1,0,1,0,8,14.3,12,1014
200,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23.0,2001.0,5,3,334,0,0,0,0,3,29.907323340471095,0,336
201,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23.0,2001.0,32,30,2595,7,9,16,0,91,24.6,95,1569
202,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18.0,2006.0,12,10,864,0,0,0,0,0,33.3,1,523
203,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18.0,2006.0,10,8,686,0,0,0,0,3,50.0,2,480
204,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26.0,1997.0,24,14,1139,1,2,3,0,58,21.4,16,545
205,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30.0,1994.0,12,8,617,0,0,0,1,1,0.0,0,394
206,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24.0,1999.0,29,11,939,2,1,3,0,15,50.0,10,306
207,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19.0,2004.0,14,12,969,1,0,1,0,8,40.0,7,570
208,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33.0,1991.0,25,6,710,2,2,4,0,9,45.8,8,226
209,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24.0,2000.0,1,0,22,0,0,0,0,0,29.907323340471095,0,10
210,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24.0,2000.0,24,14,1139,3,2,5,1,43,43.5,23,758
211,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,16.0,2007.0,2,0,14,0,0,0,0,0,29.907323340471095,0,15
212,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26.0,1998.0,15,14,1170,2,1,3,0,16,33.3,13,646
213,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26.0,1998.0,19,15,1275,2,3,5,0,21,29.4,14,796
214,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21.0,2002.0,30,29,2497,6,8,14,0,107,42.3,47,1420
215,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21.0,2003.0,31,5,832,1,1,2,0,39,20.0,10,472
216,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20.0,2003.0,32,26,2284,0,4,4,0,107,25.0,26,1721
217,Keita Baldé,sn SEN,FW,Monza,it Serie A,29.0,1995.0,11,8,638,2,0,2,0,19,35.7,4,289
218,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20.0,2004.0,34,31,2661,3,1,4,1,43,25.0,21,1697
219,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25.0,1999.0,27,27,2273,0,0,0,1,13,6.7,8,2767
220,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32.0,1992.0,25,12,1200,0,0,0,0,8,0.0,7,762
221,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27.0,1997.0,10,9,589,0,0,0,0,15,29.907323340471095,1,377
222,Botond Balogh,hu HUN,DF,Parma,it Serie A,22.0,2002.0,29,23,2053,0,1,1,0,7,0.0,2,1228
223,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23.0,2001.0,13,7,615,4,0,4,0,21,32.3,6,220
224,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,33.0,1990.0,6,0,62,0,0,0,0,0,0.0,0,23
225,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34.0,1990.0,19,16,1510,0,0,0,0,1,0.0,6,743
226,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28.0,1996.0,12,10,811,0,1,1,0,31,46.2,12,468
227,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19.0,2004.0,2,0,10,0,0,0,0,0,29.907323340471095,0,22
228,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20.0,2004.0,5,0,27,0,0,0,0,3,50.0,1,31
229,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23.0,2001.0,15,6,610,0,1,1,0,27,23.5,11,252
230,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24.0,2000.0,11,4,407,0,0,0,0,1,50.0,3,266
231,Mattia Bani,it ITA,DF,Genoa,it Serie A,30.0,1993.0,20,19,1507,0,0,0,0,6,37.5,2,1048
232,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17.0,2006.0,8,2,278,0,0,0,0,2,0.0,0,229
233,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22.0,2001.0,12,0,116,0,0,0,0,3,0.0,0,48
234,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17.0,2007.0,5,0,49,0,0,0,0,0,0.0,0,18
235,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29.0,1994.0,1,1,54,0,0,0,0,2,100.0,3,25
236,Federico Barba,it ITA,DF,Como,it Serie A,30.0,1993.0,7,5,431,0,0,0,0,5,50.0,0,320
237,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20.0,2004.0,7,3,288,0,0,0,0,4,0.0,6,236
238,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20.0,2004.0,14,14,1157,0,2,2,0,20,10.0,8,928
239,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21.0,2002.0,34,27,2181,14,10,24,0,137,51.4,50,1278
240,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23.0,2000.0,24,22,1938,2,1,3,2,53,34.8,15,1436
241,Nicolò Barella,it ITA,MF,Inter,it Serie A,27.0,1997.0,32,28,2456,3,6,9,0,63,21.4,55,2064
242,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23.0,2000.0,6,0,56,0,0,0,0,1,29.907323340471095,0,49
243,Borna Barišić,hr CRO,DF,Leganés,es La Liga,31.0,1992.0,1,1,9,0,0,0,0,0,29.907323340471095,0,4
244,Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19.0,2004.0,1,0,2,0,0,0,0,0,29.907323340471095,0,2
245,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27.0,1997.0,15,3,315,0,1,1,0,22,25.0,10,167
246,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30.0,1993.0,20,3,581,3,1,4,0,15,31.3,9,464
247,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26.0,1998.0,4,0,73,0,0,0,0,2,29.907323340471095,1,47
